NAME	BD_NAME	BD	DD_NAME	DD
Isaac_N._Morris	John McConnell Rice	1831-02-19	John Ritchie (Maryland)	October 27	 1887
Isaac_Newton_Evans	John McCreath Farquhar (Medal of Honor)	1832-04-17	John Robbins (congressman)	April 27	 1880
Isaac_P._Christiancy	John McDonald (Maryland politician)	1837-05-24	John Robert Brown (Virginia politician)	August 4	 1927
Isaac_P._Walker	John McDowell (Pennsylvania)	1902-11-06	John Rufus Edie	August 27	 1888
Isaac_Parker_(Massachusetts_judge)	John McDuffie	1883-09-25	John Ruggles	June 20	 1874
Isaac_Parrish	John McKeon	1808-03-29	John Runk	September 22	 1872
Isaac_R._Sherwood	John McKinley	1780-05-01	John Russell (New York)	August 2	 1842
Isaac_Reed_(politician)	John McLean	1785-03-11	John Rutherfurd	February 23	 1840
Isaac_Roberts_Hawkins	John McLean (Illinois politician)	1791-02-04	John Rutledge Jr.	September 1	 1819
Isaac_S._Pennybacker	John McNulta	1837-11-09	John S. Barbour Jr.	May 14	 1892
Isaac_S._Struble	John McQueen	1804-02-09	John S. Bigby	March 28	 1898
Isaac_Siegel	John McSweeney (Ohio politician)	1890-12-19	John S. Carlile	October 24	 1878
Isaac_Smith_(New_Jersey)	John Melcher	1924-09-06	John S. Cohen	May 13	 1935
Isaac_Smith_(Pennsylvania)	John Mercer Langston	1829-12-14	John S. Gibson	October 19	 1960
Isaac_Southard	John Mica	1943-01-27	John S. Hager	March 19	 1890
Isaac_Stephenson	John Michael Clancy	1837-05-07	John S. Harris	January 25	 1906
Isaac_Teller	John Miller (Missouri politician)	1781-11-25	John S. Jones	April 11	 1903
Isaac_Thomas	John Miller (New York politician)	1774-11-10	John S. McGroarty	August 7	 1944
Isaac_Tichenor	John Miller (Washington politician)	1938-05-23	John S. Phelps	November 20	 1886
Isaac_Toucey	John Miller Baer	1886-03-29	John S. Richardson	February 24	 1894
Isaac_V._McPherson	John Mills Allen	1846-07-08	John S. Savage	November 24	 1884
Isaac_Van_Horne	John Mills Houston	1890-09-15	John S. Snook	September 19	 1952
Isaac_W._Scudder	John Millson	1808-10-01	John S. Spence	October 24	 1840
Isaac_W._Van_Schaick	John Milton Niles	1787-08-20	John S. Wells	August 1	 1860
Isaac_Wayne	John Milton Thayer	1820-01-24	John S. Wold	February 19	 2017
Isaac_Wilbour	John Moolenaar	1961-05-08	John Samuel Sherburne	August 2	 1830
Isaac_Wildrick	John Morgan Bright	1817-01-20	John Sanford (1803-1857)	October 4	 1857
Isaac_Williams_Jr.	John Morrissey	1831-02-12	John Sanford (1851-1939)	September 26	 1939
Isaac_Wilson_(1780-1848)	John Morrow (New Mexico)	1865-04-19	John Savage (American politician	 born 1779)	October 19	 1863
Isabella_Greenway	John Motley Morehead II	1866-07-20	John Schwartz	June 20	 1860
Isaiah_D._Clawson	John Murtha	1932-06-17	John Scott (representative)	September 22	 1850
Isaiah_L._Green	John Myers Felder	1782-07-07	John Scott Harrison	May 25	 1878
Isham_G._Harris	John N. Erlenborn	1927-02-08	John Seaton Robinson	May 25	 1903
Isham_Talbot	John N. Hungerford	1825-12-31	John Sebastian Little	October 29	 1916
Isidor_Rayner	John N. Norton	1878-05-12	John Sergeant (politician)	November 23	 1852
Isidor_Straus	John N. Sandlin	1872-02-24	John Sergeant Wise	May 12	 1913
Isidore_Dollinger	John N. W. Rumple	1841-03-04	John Sevier	September 24	 1815
Israel_F._Fischer	John Nance Garner	1868-11-22	John Sharp Williams	September 27	 1932
Israel_G._Lash	John Nelson (lawyer)	1791-06-01	John Sherman	October 22	 1900
Israel_Jacobs	John Netherland Heiskell	1872-11-02	John Sherman Cooper	February 21	 1991
Israel_Moore_Foster	John Nicholas (congressman)	1764-01-19	John Simpkins	March 27	 1898
Israel_Pickens	John Noble Goodwin	1824-10-18	John Slidell	July 9	 1871
Israel_Smith	John Norvell	1789-12-21	John Sloane	May 15	 1856
Israel_T._Hatch	John Noyes	1764-04-02	John Sloss Hobart	February 4	 1805
Israel_Washburn_Jr.	John O. Pastore	1907-03-17	John Smith (Vermont politician)	August 26	 1858
Ithamar_Sloan	John O'Neill (congressman)	1822-12-17	John Smith (Virginia representative)	March 5	 1836
Ivor_D._Fenton	John Olver	1936-09-03	John Sparkman	November 16	 1985
J._Alfred_Taylor	John Otho Marsh Jr.	1926-08-07	John Speed Smith	June 6	 1854
J._Allen_Barber	John P. C. Shanks	1826-06-17	John Stephens Wood	September 12	 1968
J._Allen_Frear_Jr.	John P. Cushman	1784-03-08	John Stoughton Newberry	January 2	 1887
J._Arthur_Younger	John P. Gaines	1795-09-22	John Stuart Williams	July 17	 1898
J._Bayard_Clark	John P. Hale	1806-03-31	John Swanwick	?
J._Bob_Traxler	John P. Hiler	1953-04-24	John Swinburne (New York)	March 28	 1889
J._Buell_Snyder	John P. Jones	1829-01-27	John T. Andrews	June 11	 1894
J._Burrwood_Daly	John P. Kennedy	1795-10-25	John T. Bird	May 6	 1911
J._C._W._Beckham	John P. Leedom	1847-12-20	John T. Buckbee	April 23	 1936
J._C._Watts	John P. Newsome	1893-02-13	John T. Cutting	November 24	 1911
J._Caleb_Boggs	John P. Saylor	1908-07-23	John T. Deweese	July 4	 1906
J._Campbell_Cantrill	John P. Stockton	1826-08-02	John T. Dunn	February 22	 1907
J._D._Hayworth	John Page (Virginia politician)	1743-04-28	John T. Harris	October 14	 1899
J._Donald_Cameron	John Patrick Higgins	1893-02-19	John T. Heard	January 27	 1927
J._Edward_Hutchinson	John Patten (American politician)	1746-04-26	John T. Hunt	November 30	 1916
J._Edward_Roush	John Patterson (Ohio politician)	1771-02-10	John T. Myers (congressman)	January 27	 2015
J._Edward_Russell	John Patton Jr.	1850-10-30	John T. Nixon	September 28	 1889
J._Edwin_Ellerbe	John Paul (judge)	1839-06-30	John T. Smith (congressman)	March 30	 1864
J._Ernest_Wharton	John Paul Hammerschmidt	1922-05-04	John T. Stuart	November 28	 1885
J._Eugene_Harding	John Paul Jr. (judge)	1883-12-09	John T. Wait	April 21	 1899
J._Floyd_King	John Pendleton	1813-03-29	John Taber	November 22	 1965
J._Ford_Laning	John Pendleton King	1799-04-03	John Taylor (14th Congress)	?
J._Francis_Harter	John Perkins Jr.	1819-07-01	John Taylor (South Carolina governor)	April 16	 1832
J._Frank_Aldrich	John Peter Richardson II	1801-04-14	John Taylor Hamilton	January 25	 1925
J._Frank_Allee	John Peter Van Ness	1769-11-04	John Taylor of Caroline	August 21	 1824
J._George_Stewart	John Pettit	1807-06-24	John Test	October 9	 1849
J._Glenn_Beall_Jr.	John Pickler	1844-01-24	John Thomas Lenahan	April 28	 1920
J._Hale_Sypher	John Plank Tracey	1836-09-18	John Thomas Wilson	October 6	 1891
J._Hamilton_Lewis	John Pool	1826-06-16	John Thompson (1749-1823)	September 30	 1823
J._Hampton_Moore	John Porter (Illinois politician)	1935-06-01	John Thompson (1809-90)	June 1	 1890
J._Hardin_Peterson	John Porter East	1931-05-05	John Thomson (Ohio politician)	December 2	 1852
J._Harold_Flannery	John Q. Tilson	1866-04-05	John Thomson Mason Jr.	March 28	 1873
J._Harry_Covington	John Quayle (politician)	1868-12-01	John Tipton	April 5	 1839
J._Harry_McGregor	John Quincy Adams	1767-07-11	John Tod	March 27	 1830
J._Hart_Brewer	John Quincy Smith	1824-11-05	John Tolley Hood Worthington	April 27	 1849
J._Henry_Goeke	John R. Buck	1835-12-06	John Tower	April 5	 1991
J._Herbert_Burke	John R. Clancy	1859-03-08	John Travers Wood	November 2	 1954
J._Howard_Edmondson	John R. Connelly	1870-02-27	John Treadway Rich	March 28	 1926
J._Howard_McGrath	John R. Dellenback	1918-11-06	John Trimble (politician)	February 23	 1884
J._Howard_Swick	John R. Drake	1782-11-28	John Tyler	January 18	 1862
J._Hyatt_Smith	John R. Eden	1826-02-01	John Tyler Morgan	June 11	 1907
J._Irving_Whalley	John R. Farr	1857-07-18	John V. Beamer	September 8	 1964
J._J._Pickle	John R. Fellows	1832-07-29	John V. Creely	?
J._Joseph_Smith	John R. French	1819-05-28	John V. L. Pruyn	November 21	 1877
J._Kenneth_Robinson	John R. Lynch	1847-09-10	John V. Le Moyne	July 27	 1918
J._L._Pilcher	John R. McKernan Jr.	1948-05-20	John V. Tunney	January 12	 2018
J._Leroy_Adair	John R. McPherson	1833-05-09	John Van Buren (U.S. representative)	January 16	 1855
J._Leroy_Johnson	John R. Murdock	1885-04-20	John Van Dyke (politician)	December 24	 1878
J._Lincoln_Newhall	John R. Phillips (American politician)	1887-09-11	John Van Lear Findlay	April 19	 1907
J._Lindsay_Almond	John R. Pillion	1904-08-10	John Van McDuffie	November 18	 1896
J._Lister_Hill	John R. Ramsey	1862-04-25	John Van Voorhis	October 20	 1905
J._Mark_Wilcox	John R. Schmidhauser	1922-01-03	John Varnum	July 23	 1836
J._Mayhew_Wainwright	John R. Thayer	1845-03-09	John Vines Wright	June 11	 1908
J._McKenzie_Moss	John R. Thomas	1846-10-11	John W. Allen	October 5	 1887
J._Melville_Broughton	John R. Thomson	1800-09-25	John W. Boehne	December 27	 1946
J._Murray_Hooker	John R. Thornton	1846-08-25	John W. Bricker	March 22	 1986
J._N._Langham	John R. Tyson	1856-11-28	John W. Brown (New York politician)	September 6	 1875
J._Parnell_Thomas	John R. Walsh	1913-05-22	John W. Byrnes	January 12	 1985
J._Proctor_Knott	John Raines	1840-05-06	John W. Cady	January 5	 1854
J._Robert_Lamar	John Randall Walker	1874-02-23	John W. Caldwell	July 4	 1903
J._Rodman_West	John Randolph of Roanoke	1773-06-02	John W. Candler	March 16	 1903
J._Roland_Kinzer	John Rankin Gamble	1848-01-15	John W. Cassingham	March 14	 1930
J._Ross_Mickey	John Rarick	1924-01-29	John W. Causey	October 1	 1908
J._Roy_Rowland	John Ratcliffe (American politician)	1965-10-20	John W. Daniel	June 29	 1910
J._Russell_Tuten	John Reed Jr.	1781-09-02	John W. Davis	March 24	 1955
J._Scott_Wolff	John Reed Sr.	1751-11-11	John W. Ferdon	August 5	 1884
J._Smith_Young	John Reynolds (Illinois politician)	1788-02-26	John W. Fishburne	June 24	 1937
J._Stanley_Webster	John Robert Brown (Virginia politician)	1842-01-14	John W. Flannagan Jr.	April 27	 1955
J._Swagar_Sherley	John Rose (Tennessee politician)	1965-02-23	John W. Gaines	July 4	 1926
J._T._Rutherford	John Rufus Edie	1814-01-14	John W. Gwynne	July 5	 1972
J._Thomas_Heflin	John Russell (New York)	1772-09-07	John W. Harreld	December 26	 1950
J._Thompson_Baker	John Rutherford (Florida politician)	1952-09-02	John W. Hazelton	December 20	 1878
J._Twing_Brooks	John Rutherfurd	1760-09-20	John W. Heselton	August 19	 1962
J._Van_Vechten_Olcott	John S. Barbour Jr.	1820-12-29	John W. Houston	April 26	 1896
J._Vaughan_Gary	John S. Bigby	1832-02-13	John W. Hulbert	October 19	 1831
J._W._Elmer_Thomas	John S. Carlile	1817-12-16	John W. Johnston	February 27	 1889
J._W._Robinson	John S. Cohen	1870-02-26	John W. Kern	August 17	 1917
J._Warren_Keifer	John S. Gibson	1893-01-03	John W. Langley	January 17	 1932
J._Wiley_Edmands	John S. Hager	1818-03-12	John W. Lawrence	December 20	 1888
J._Will_Taylor	John S. Harris	1825-12-18	John W. Lawson	February 21	 1905
J._Willard_Ragsdale	John S. Jones	1836-02-12	John W. Lewis	December 20	 1913
J._William_Ditter	John S. Phelps	1814-12-22	John W. Longyear	March 10	 1875
J._William_Fulbright	John S. Richardson	1828-02-29	John W. Maddox	September 27	 1922
J._William_Stanton	John S. Savage	1841-10-30	John W. McCormack	November 22	 1980
J._William_Stokes	John S. Snook	1862-12-18	John W. McCormick	June 25	 1917
Jabez_Delano_Hammond	John S. Spence	1788-02-29	John W. Murphy	March 28	 1962
Jabez_G._Sutherland	John S. Tanner	1944-09-22	John W. Rainey	May 4	 1923
Jabez_Lamar_Monroe_Curry	John S. Wells	1803-10-18	John W. Stevenson	August 10	 1886
Jabez_Leftwich	John S. Wold	1916-08-31	John W. Stewart	October 29	 1915
Jabez_Upham	John Salazar	1953-07-21	John W. Summers	September 25	 1937
Jabez_W._Huntington	John Sanford (1803-1857)	1803-06-03	John W. Taylor (politician)	September 18	 1854
Jabez_Young_Jackson	John Sanford (1851-1939)	1851-01-18	John W. Thomas	November 10	 1945
Jack_Bergman	John Sarbanes	1962-05-22	John W. Weeks	July 12	 1926
Jack_Brinkley	John Savage (American politician	 born 1779)	1779-02-22	John Wales	December 3	 1863
Jack_Brooks_(American_politician)	John Seaton Robinson	1856-05-04	John Walter Smith	April 19	 1925
Jack_Buechner	John Sergeant (politician)	1779-12-05	John Watts (New York politician)	September 3	 1836
Jack_Davis_(Illinois_politician)	John Sergeant Wise	1846-12-27	John Wayles Eppes	September 13	 1823
Jack_Edwards_(American_politician)	John Sevier	1745-09-23	John Weinland Killinger	June 30	 1896
Jack_Fields	John Shadegg	1949-10-22	John Welborn (representative)	October 27	 1907
Jack_H._McDonald	John Sharp Williams	1854-07-30	John Welch (politician)	August 5	 1891
Jack_Hightower	John Sherman	1823-05-10	John Wentworth (Illinois)	October 16	 1888
Jack_Kemp	John Sherman Cooper	1901-08-23	John Wesley Crockett	November 24	 1852
Jack_Kingston	John Shimkus	1958-02-21	John Wesley Davis	August 22	 1859
Jack_Metcalf	John Simpkins	1862-06-27	John Westbrook Hornbeck	January 16	 1848
Jack_Miller	John Sloss Hobart	1738-05-06	John White (Kentucky politician)	September 22	 1845
Jack_Quinn_(politician)	John Smith (Vermont politician)	1789-08-12	John Whiteaker	October 2	 1902
Jack_Reed_(Rhode_Island_politician)	John Smith (Virginia representative)	1750-05-07	John William Davis (Georgia politician)	October 3	 1992
Jack_Swigert	John Sparkman	1899-12-20	John William Jones	April 27	 1871
Jack_Westland	John Speed Smith	1792-07-01	John William Noell	March 14	 1863
Jack_Z._Anderson	John Spratt	1942-11-01	John William Palmer	November 3	 1958
Jackie_Speier	John Stephens Wood	1885-02-08	John William Reid	November 22	 1881
Jackie_Walorski	John Stoughton Newberry	1826-11-18	John Williams (Salem	 New York)	July 22	 1806
Jackson_B._Chase	John Stuart Williams	1818-07-10	John Williams Shackelford	January 18	 1883
Jackson_Edward_Betts	John Swinburne (New York)	1820-05-30	John Williams Walker	April 23	 1823
Jackson_Morton	John T. Averill	1825-03-01	John Wilson (South Carolina politician	 born 1773)	August 13	 1828
Jackson_Orr	John T. Bird	1829-08-16	John Wilson Campbell	September 24	 1833
Jacky_Rosen	John T. Cutting	1844-09-07	John Wilson Farrelly	December 20	 1860
Jacob_A._Ambler	John T. Deweese	1835-07-04	John Winans	January 17	 1907
Jacob_A._Beidler	John T. Dunn	1838-06-04	John Winston Jones	January 29	 1848
Jacob_A._Cantor	John T. Harris	1823-05-08	John Winthrop Chanler	October 19	 1877
Jacob_A._Garber	John T. Heard	1840-10-29	John Witcher	July 8	 1906
Jacob_Alexander_Preston	John T. Hunt	1860-02-02	John Wolcott Stewart	October 29	 1915
Jacob_Augustus_Geissenhainer	John T. Myers (congressman)	1927-02-08	John Woods (Ohio politician)	July 30	 1855
Jacob_Banks_Kurtz	John T. Nixon	1820-08-31	John Wurts	April 23	 1861
Jacob_Benton	John T. Stuart	1807-11-10	John Y. Brown (politician	 born 1835)	January 11	 1904
Jacob_Brinkerhoff	John Taber	1880-05-05	John Y. Brown Sr.	June 16	 1985
Jacob_Burnet	John Taylor (South Carolina governor)	1770-05-04	John Y. Mason	October 3	 1859
Jacob_C._Davis	John Taylor of Caroline	1753-12-19	John Y. McCollister	November 1	 2013
Jacob_C._Isacks	John Thomas Lenahan	1852-11-15	John Young (governor)	April 23	 1852
Jacob_Call	John Thomas Wilson	1811-03-16	John Z. Goodrich	April 19	 1885
Jacob_Collamer	John Thompson (1749-1823)	1749-03-20	Johnson N. Camden	April 25	 1908
Jacob_Crocheron	John Thomson (Ohio politician)	1780-11-20	Johnson N. Camden Jr.	August 16	 1942
Jacob_Crowninshield	John Thomson Mason Jr.	1815-05-09	Johnston Cornish	June 26	 1920
Jacob_D._Leighty	John Thune	1961-01-07	Jon D. Fox	February 11	 2018
Jacob_Dolson_Cox	John Tolley Hood Worthington	1788-11-01	Jon Hinson	July 21	 1995
Jacob_E._Davis	John Tower	1925-09-29	Jonas G. Howard	October 5	 1911
Jacob_Edwin_Meeker	John Travers Wood	1878-11-25	Jonas Kendall	October 22	 1844
Jacob_Erdman	John Treadway Rich	1841-04-23	Jonas P. Phoenix	May 4	 1859
Jacob_Fry_Jr.	John Trimble (politician)	1812-02-07	Jonas Platt	February 22	 1834
Jacob_Golladay	John Tyler	1790-03-29	Jonas Sibley	February 5	 1834
Jacob_H._Bromwell	John Tyler Morgan	1824-06-20	Jonathan Bourne Jr.	September 1	 1940
Jacob_H._De_Witt	John V. Beamer	1896-11-17	Jonathan Brace	August 26	 1837
Jacob_H._Gallinger	John V. Creely	1839-11-14	Jonathan Brewster Bingham	July 3	 1986
Jacob_H._Gilbert	John V. L. Pruyn	1811-06-22	Jonathan Chace	June 30	 1917
Jacob_H._Stewart	John V. Le Moyne	1828-11-17	Jonathan Cilley	February 24	 1838
Jacob_Harold_Gallinger	John V. Tunney	1934-06-26	Jonathan D. Morris	May 16	 1875
Jacob_Hart_Ela	John Van Buren (U.S. representative)	1799-05-13	Jonathan Dayton	October 9	 1824
Jacob_Hibshman	John Van Lear Findlay	1839-12-23	Jonathan Elmer	September 3	 1817
Jacob_Hostetter	John Van McDuffie	1841-05-16	Jonathan Fisk	July 13	 1832
Jacob_Houck_Jr.	John Van Voorhis	1826-10-22	Jonathan Freeman (representative)	August 20	 1808
Jacob_Hufty	John Varnum	1778-06-25	Jonathan Grout	September 8	 1807
Jacob_J._Pugsley	John Vines Wright	1828-06-28	Jonathan H. Rowell	May 15	 1908
Jacob_Javits	John W. Boehne	1856-10-28	Jonathan H. Wallace	October 28	 1892
Jacob_Johnson_(politician)	John W. Bricker	1893-09-06	Jonathan Harvey (congressman)	August 23	 1859
Jacob_Kerlin_McKenty	John W. Brown (New York politician)	1796-10-11	Jonathan Hatch Hubbard	September 20	 1849
Jacob_Krebs	John W. Byrnes	1913-06-12	Jonathan Hunt (Vermont congressman)	May 15	 1832
Jacob_L._Milligan	John W. Cady	1790-06-28	Jonathan Jennings	July 26	 1834
Jacob_LeFever	John W. Caldwell	1837-01-15	Jonathan Mason (Massachusetts politician)	November 1	 1831
Jacob_M._Howard	John W. Cassingham	1840-06-22	Jonathan Nicoll Havens	October 25	 1799
Jacob_Markell	John W. Causey	1841-09-19	Jonathan P. Dolliver	October 15	 1910
Jacob_Michael_Kunkel	John W. Cox Jr.	1947-07-10	Jonathan Roberts (politician)	July 24	 1854
Jacob_Miller_Campbell	John W. Daniel	1842-09-05	Jonathan Russell	February 17	 1832
Jacob_Montgomery_Thornburgh	John W. Davis	1873-04-13	Jonathan S. Willis	November 24	 1903
Jacob_P._Chamberlain	John W. Ferdon	1826-12-13	Jonathan Scoville	March 4	 1891
Jacob_Pitzer_Cowan	John W. Flannagan Jr.	1885-02-20	Jonathan Sturges	October 4	 1819
Jacob_R._Wortendyke	John W. Gwynne	1889-10-20	Jonathan T. Updegraff	November 30	 1882
Jacob_Read	John W. Harreld	1872-01-24	Jonathan Taylor (congressman)	1848
Jacob_Richards	John W. Heselton	1900-03-17	Jonathan Trumbull Jr.	August 7	 1809
Jacob_Romeis	John W. Houston	1814-05-04	Jordan E. Cravens	April 8	 1914
Jacob_Ruppert	John W. Hulbert	1770-06-01	Joseph A. Conry	June 22	 1943
Jacob_Senewell_Yost	John W. Johnston	1818-09-09	Joseph A. Dixon	July 4	 1942
Jacob_Shower	John W. Kern	1849-12-20	Joseph A. Gavagan	October 18	 1968
Jacob_Sloat_Fassett	John W. Langley	1868-01-14	Joseph A. Goulden	May 3	 1915
Jacob_Spangler	John W. Lawrence	1800-08-19	Joseph A. LeFante	February 26	 1997
Jacob_Swoope	John W. Lawson	1837-09-13	Joseph A. Woodward	August 3	 1885
Jacob_Thompson	John W. Lewis	1841-10-14	Joseph A. Wright	May 11	 1867
Jacob_Thorkelson	John W. Longyear	1820-10-22	Joseph Abbott (Texas politician)	February 11	 1908
Jacob_Turney	John W. Maddox	1848-06-03	Joseph Allen (congressman)	September 2	 1827
Jacob_Tyson	John W. McCormack	1891-12-21	Joseph Anderson	April 17	 1837
Jacob_W._Miller	John W. McCormick	1831-12-20	Joseph Anthony Gray	May 8	 1966
Jacob_Yost_(Virginia_congressman)	John W. Murphy	1902-04-26	Joseph Aristide Landry	March 9	 1881
Jahana_Hayes	John W. Rainey	1880-12-21	Joseph B. Crowley	June 25	 1931
Jaime_Herrera_Beutler	John W. Stevenson	1812-05-04	Joseph B. Foraker	May 10	 1917
